DEB [20180520-05:15:57.907] thr=1   paramiko.transport: starting thread (client mode): 0x2b66ec90L
DEB [20180520-05:15:57.981] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180520-05:15:57.993] thr=2   paramiko.transport: Adding ecdsa-sha2-nistp256 host key for 192.168.1.114: 99fe66df1474d9214851f7367fe49cf2
DEB [20180520-05:15:58.021] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-05:15:58.022] thr=1   paramiko.transport: userauth is OK
DEB [20180520-05:16:04.014] thr=1   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-05:16:04.014] thr=1   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-05:16:04.031] thr=1   paramiko.transport: userauth is OK
INF [20180520-05:16:05.772] thr=1   paramiko.transport: Authentication (password) failed.
DEB [20180520-05:16:05.797] thr=3   paramiko.transport: starting thread (client mode): 0x2b67b350L
DEB [20180520-05:16:05.797] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-05:16:05.804] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-05:16:05.805] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-05:16:05.806] thr=3   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-05:16:05.806] thr=3   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-05:16:05.806] thr=3   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-05:16:05.806] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-05:16:05.806] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-05:16:05.807] thr=3   paramiko.transport: Compression agreed: none
DEB [20180520-05:16:05.812] thr=3   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-05:16:05.812] thr=3   paramiko.transport: Switch to new keys ...
DEB [20180520-05:16:05.813] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-05:16:05.850] thr=3   paramiko.transport: userauth is OK
DEB [20180520-05:16:05.886] thr=3   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-05:16:05.887] thr=3   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-05:16:05.915] thr=3   paramiko.transport: userauth is OK
INF [20180520-05:16:08.268] thr=3   paramiko.transport: Authentication (password) failed.
DEB [20180520-05:16:08.283] thr=4   paramiko.transport: starting thread (client mode): 0x2903efd0L
DEB [20180520-05:16:08.283] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-05:16:08.291] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-05:16:08.291] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-05:16:08.292] thr=4   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-05:16:08.292] thr=4   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-05:16:08.292] thr=4   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-05:16:08.292] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-05:16:08.292] thr=4   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-05:16:08.293] thr=4   paramiko.transport: Compression agreed: none
DEB [20180520-05:16:08.386] thr=4   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-05:16:08.386] thr=4   paramiko.transport: Switch to new keys ...
DEB [20180520-05:16:08.392] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-05:16:08.426] thr=4   paramiko.transport: userauth is OK
DEB [20180520-05:16:08.464] thr=4   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-05:16:08.464] thr=4   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-05:16:08.494] thr=4   paramiko.transport: userauth is OK
INF [20180520-05:16:09.920] thr=4   paramiko.transport: Authentication (password) failed.
DEB [20180520-05:16:09.928] thr=5   paramiko.transport: starting thread (client mode): 0x29046750L
DEB [20180520-05:16:09.928] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-05:16:09.934] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-05:16:09.934] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-05:16:09.935] thr=5   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-05:16:09.935] thr=5   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-05:16:09.935] thr=5   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-05:16:09.936] thr=5   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-05:16:09.936] thr=5   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-05:16:09.936] thr=5   paramiko.transport: Compression agreed: none
DEB [20180520-05:16:09.978] thr=5   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-05:16:09.978] thr=5   paramiko.transport: Switch to new keys ...
DEB [20180520-05:16:09.993] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-05:16:10.018] thr=5   paramiko.transport: userauth is OK
DEB [20180520-05:16:10.115] thr=5   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-05:16:10.116] thr=5   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-05:16:10.126] thr=5   paramiko.transport: userauth is OK
INF [20180520-05:16:12.170] thr=5   paramiko.transport: Authentication (password) failed.
DEB [20180520-05:16:12.194] thr=6   paramiko.transport: starting thread (client mode): 0x28fe2510L
DEB [20180520-05:16:12.194] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-05:16:12.201] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-05:16:12.202] thr=6   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-05:16:12.203] thr=6   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-05:16:12.203] thr=6   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-05:16:12.203] thr=6   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-05:16:12.203] thr=6   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-05:16:12.203] thr=6   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-05:16:12.203] thr=6   paramiko.transport: Compression agreed: none
DEB [20180520-05:16:12.246] thr=6   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-05:16:12.246] thr=6   paramiko.transport: Switch to new keys ...
DEB [20180520-05:16:12.258] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-05:16:12.286] thr=6   paramiko.transport: userauth is OK
DEB [20180520-05:16:12.319] thr=6   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-05:16:12.319] thr=6   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-05:16:12.461] thr=6   paramiko.transport: userauth is OK
INF [20180520-05:16:14.116] thr=6   paramiko.transport: Authentication (password) failed.
DEB [20180520-05:16:14.182] thr=7   paramiko.transport: starting thread (client mode): 0x28fe2f10L
DEB [20180520-05:16:14.182] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-05:16:14.189] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-05:16:14.190] thr=7   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-05:16:14.191] thr=7   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-05:16:14.191] thr=7   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-05:16:14.191] thr=7   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-05:16:14.191] thr=7   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-05:16:14.191] thr=7   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-05:16:14.191] thr=7   paramiko.transport: Compression agreed: none
DEB [20180520-05:16:14.234] thr=7   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-05:16:14.234] thr=7   paramiko.transport: Switch to new keys ...
DEB [20180520-05:16:14.247] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-05:16:14.274] thr=7   paramiko.transport: userauth is OK
DEB [20180520-05:16:14.313] thr=7   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-05:16:14.314] thr=7   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-05:16:14.349] thr=7   paramiko.transport: userauth is OK
INF [20180520-05:16:16.276] thr=7   paramiko.transport: Authentication (password) failed.
DEB [20180520-05:16:16.285] thr=8   paramiko.transport: starting thread (client mode): 0x28febbd0L
DEB [20180520-05:16:16.285] thr=8   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-05:16:16.290] thr=8   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-05:16:16.290] thr=8   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-05:16:16.291] thr=8   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-05:16:16.292] thr=8   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-05:16:16.292] thr=8   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-05:16:16.292] thr=8   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-05:16:16.292] thr=8   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-05:16:16.292] thr=8   paramiko.transport: Compression agreed: none
DEB [20180520-05:16:16.333] thr=8   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-05:16:16.333] thr=8   paramiko.transport: Switch to new keys ...
DEB [20180520-05:16:16.349] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-05:16:16.370] thr=8   paramiko.transport: userauth is OK
DEB [20180520-05:16:16.408] thr=8   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-05:16:16.408] thr=8   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-05:16:16.419] thr=8   paramiko.transport: userauth is OK
INF [20180520-05:16:16.431] thr=8   paramiko.transport: Authentication (password) successful!
DEB [20180520-05:16:16.434] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20180520-05:16:16.569] thr=8   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20180520-05:16:16.569] thr=8   paramiko.transport: Secsh channel 0 opened.
DEB [20180520-05:16:16.599] thr=8   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20180520-05:16:16.601] thr=8   paramiko.transport: [chan 0] EOF received (0)
DEB [20180520-05:16:16.602] thr=8   paramiko.transport: [chan 0] EOF sent (0)
DEB [20180520-05:16:16.702] thr=8   paramiko.transport: EOF in transport thread
DEB [20180520-05:16:16.793] thr=1   paramiko.transport: EOF in transport thread
DEB [20180520-05:16:16.832] thr=4   paramiko.transport: EOF in transport thread
DEB [20180520-05:16:16.921] thr=6   paramiko.transport: EOF in transport thread
DEB [20180520-18:56:10.298] thr=1   paramiko.transport: starting thread (client mode): 0xf0f99c90L
DEB [20180520-18:56:10.308] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-18:56:10.308] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-18:56:10.308] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-18:56:10.310] thr=1   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-18:56:10.310] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-18:56:10.310] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-18:56:10.311] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-18:56:10.311] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-18:56:10.311] thr=1   paramiko.transport: Compression agreed: none
DEB [20180520-18:56:10.343] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-18:56:10.343] thr=1   paramiko.transport: Switch to new keys ...
DEB [20180520-18:56:10.368] thr=2   paramiko.transport: Adding ecdsa-sha2-nistp256 host key for 192.168.1.114: 99fe66df1474d9214851f7367fe49cf2
DEB [20180520-18:56:10.370] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-18:56:10.380] thr=1   paramiko.transport: userauth is OK
DEB [20180520-18:56:10.420] thr=1   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-18:56:10.420] thr=1   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-18:56:10.436] thr=1   paramiko.transport: userauth is OK
INF [20180520-18:56:12.973] thr=1   paramiko.transport: Authentication (password) failed.
DEB [20180520-18:56:13.004] thr=3   paramiko.transport: starting thread (client mode): 0xf0fa3350L
DEB [20180520-18:56:13.004] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
